,School Name,SED Code,Location Code,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Number of students who registered for the SHSAT,Number of students who took the SHSAT,AllTested,All4,Native4,AfricanAmerican4,Latino4,Islander4,White4,Multiracial4,LimitedEnglish4,Disadv4,AllMath4Tested,AllMath4,NativeMath4,AfricanAmericanMath4,LatinoMath4,IslanderMath4,WhiteMath4,MultiracialMath4,LimitedEnglishMath4,DisadvMath4,Count of Students in HS Admissions,Count of Testers,Count of Offers
1208,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,332300860941,84K775,No,0.745,"$37,886.74 ",3%,0%,84%,13%,96%,1%,95%,16%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,2.89,3.59,,,70.0,16.166666666666668,0.0,14.0,0.8333333333333334,0.0,0.0,0.6666666666666666,0.0,13.0,70.16666666666667,33.5,0.0,27.166666666666668,3.0,0.0,0.0,1.3333333333333333,0.0,28.833333333333332,84.0,43.0,5.0
1209,OCEAN HILL COLLEGIATE CHARTER SCHOOL,332300860936,84K777,No,0.682,,1%,1%,88%,6%,94%,1%,97%,0%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,2.63,3.0,,,52.166666666666664,5.333333333333333,0.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.6666666666666665,40.166666666666664,7.833333333333333,0.0,6.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.5,79.0,46.0,5.0
1210,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,331300860937,84K780,No,0.627,,2%,1%,82%,9%,90%,1%,97%,4%,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,2.6,2.74,,,50.666666666666664,6.0,0.3333333333333333,4.666666666666667,0.0,0.0,0.0,0.0,0.0,4.666666666666667,40.5,3.1666666666666665,0.3333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,87.0,54.0,5.0
1211,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,331600860971,84K782,No,0.789,"$33,933.08 ",8%,0%,62%,35%,98%,1%,95%,19%,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,2.4,2.53,,,60.0,2.5,0.0,1.8333333333333333,0.5,0.0,0.0,0.0,0.0,1.8333333333333333,60.833333333333336,3.1666666666666665,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,2.0,60.0,26.0,5.0
1212,IMAGINE ME LEADERSHIP CHARTER SCHOOL,331900860973,84K785,No,0.68,"$38,872.33 ",0%,0%,87%,11%,98%,1%,94%,18%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,2.4,2.8,,,21.0,1.5,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,21.0,8.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,7.166666666666667,,,
1213,BROOKLYN DREAMS CHARTER SCHOOL,332200860978,84K791,No,0.604,"$47,496.34 ",7%,21%,59%,16%,75%,3%,94%,15%,,,,,,,Approaching Target,2.48,2.83,,,67.16666666666667,4.833333333333333,0.0,1.8333333333333333,1.0,1.1666666666666667,0.0,0.0,0.0,4.333333333333333,67.16666666666667,10.166666666666666,0.0,4.166666666666667,3.0,2.1666666666666665,0.0,0.0,0.0,8.5,71.0,29.0,5.0
1214,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,331800860988,84K792,No,0.447,"$52,497.57 ",0%,1%,90%,7%,97%,1%,96%,6%,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,2.36,2.45,,,22.333333333333332,1.5,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,22.333333333333332,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,
1215,BUSHWICK ASCEND CHARTER SCHOOL,333200860987,84K793,No,0.76,"$40,604.74 ",18%,1%,25%,72%,97%,1%,96%,5%,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,2.45,2.71,,,66.33333333333333,3.8333333333333335,0.0,0.3333333333333333,2.1666666666666665,0.0,0.0,0.0,0.0,3.0,66.16666666666667,9.166666666666666,0.0,0.3333333333333333,7.0,0.0,0.0,0.0,0.3333333333333333,7.5,73.0,25.0,5.0
1216,NEW HOPE ACADEMY CHARTER SCHOOL,331800860983,84K797,No,0.555,"$53,258.58 ",0%,0%,97%,2%,98%,1%,100%,1%,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,2.47,2.63,,,29.166666666666668,1.6666666666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,29.5,3.3333333333333335,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,2.5,,,
1217,BROOKLYN LAB CHARTER SCHOOL,331300861063,84K803,No,0.639,,2%,2%,70%,19%,89%,5%,0%,100%,,,,,,,,2.63,2.57,,,38.666666666666664,3.6666666666666665,0.0,1.8333333333333333,0.5,0.0,0.6666666666666666,0.16666666666666666,0.0,1.0,37.833333333333336,5.166666666666667,0.0,3.0,1.1666666666666667,0.0,0.16666666666666666,0.0,0.0,1.6666666666666667,137.0,40.0,5.0
1218,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,310500861001,84M065,No,0.755,,6%,0%,66%,31%,98%,1%,94%,19%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.6,2.82,118.0,26.0,51.5,4.833333333333333,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,4.333333333333333,47.833333333333336,5.333333333333333,0.0,3.0,2.0,0.0,0.0,0.0,0.16666666666666666,4.166666666666667,106.0,26.0,5.0
1219,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,310500861001,84M065,No,0.755,,6%,0%,66%,31%,98%,1%,94%,19%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.6,2.82,43.0,39.0,51.5,4.833333333333333,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,4.333333333333333,47.833333333333336,5.333333333333333,0.0,3.0,2.0,0.0,0.0,0.0,0.16666666666666666,4.166666666666667,106.0,26.0,5.0
1220,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,310500861001,84M065,No,0.755,,6%,0%,66%,31%,98%,1%,94%,19%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.6,2.82,31.0,27.0,51.5,4.833333333333333,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,4.333333333333333,47.833333333333336,5.333333333333333,0.0,3.0,2.0,0.0,0.0,0.0,0.16666666666666666,4.166666666666667,106.0,26.0,5.0
1221,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,310500861001,84M065,No,0.755,,6%,0%,66%,31%,98%,1%,94%,19%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.6,2.82,1.0,1.0,51.5,4.833333333333333,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,4.333333333333333,47.833333333333336,5.333333333333333,0.0,3.0,2.0,0.0,0.0,0.0,0.16666666666666666,4.166666666666667,106.0,26.0,5.0
1222,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,310500861001,84M065,No,0.755,,6%,0%,66%,31%,98%,1%,94%,19%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.6,2.82,1.0,1.0,51.5,4.833333333333333,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,4.333333333333333,47.833333333333336,5.333333333333333,0.0,3.0,2.0,0.0,0.0,0.0,0.16666666666666666,4.166666666666667,106.0,26.0,5.0
1223,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,310600861013,84M068,No,0.78,,13%,0%,12%,86%,99%,1%,96%,8%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,2.56,2.86,,,94.16666666666667,9.833333333333334,0.0,0.6666666666666666,8.5,0.0,0.0,0.0,0.0,7.666666666666667,94.16666666666667,19.333333333333332,0.0,1.1666666666666667,17.333333333333332,0.0,0.0,0.0,0.3333333333333333,14.833333333333334,82.0,19.0,5.0
1224,MANHATTAN CHARTER SCHOOL II,310100861031,84M080,No,0.733,"$34,019.94 ",9%,6%,26%,63%,89%,2%,92%,31%,,,,,,,,,,,,10.5,1.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,10.5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,
1225,GLOBAL COMMUNITY CHARTER SCHOOL,310500861012,84M085,No,0.789,"$34,892.30 ",15%,1%,28%,69%,97%,1%,94%,72%,,,,,,,,,,,,24.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,24.166666666666668,2.3333333333333335,0.0,0.5,1.6666666666666667,0.0,0.0,0.0,0.16666666666666666,2.0,,,
1226,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,310500861015,84M100,No,0.741,"$36,111.12 ",4%,1%,55%,40%,95%,3%,96%,5%,,,,,,,,,,,,20.333333333333332,4.333333333333333,0.0,2.6666666666666665,0.5,0.0,0.0,0.0,0.0,3.5,20.333333333333332,9.666666666666666,0.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,7.833333333333333,,,
1227,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,310400861046,84M168,No,,"$30,958.57 ",11%,4%,28%,63%,92%,3%,,,,,,,,,,,,,,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,,,
1228,SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),310200861043,84M170,No,,"$70,655.41 ",7%,14%,16%,52%,68%,16%,,,,,,,,,,,,,,9.166666666666666,4.333333333333333,0.0,0.5,3.1666666666666665,0.16666666666666666,0.0,0.0,0.0,1.8333333333333333,9.166666666666666,7.833333333333333,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.1666666666666665,,,
1229,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),310200861042,84M174,No,,"$86,857.50 ",2%,19%,20%,21%,41%,35%,,,,,,,,,,,,,,13.833333333333334,6.5,0.0,0.5,0.6666666666666666,1.0,3.8333333333333335,0.0,0.0,0.16666666666666666,13.833333333333334,11.5,0.0,1.6666666666666667,1.8333333333333333,2.0,5.5,0.0,0.0,1.3333333333333333,,,
1230,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,310300861034,84M186,No,,"$50,890.96 ",9%,1%,32%,30%,62%,34%,,,,,,,,,,,,,,8.666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,1.1666666666666667,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,,
1231,GREAT OAKS CHARTER SCHOOL,310100861055,84M202,No,0.7070000000000001,,7%,22%,24%,52%,75%,2%,95%,15%,,,,,,,Meeting Target,2.37,2.85,,,32.833333333333336,2.5,0.0,0.0,1.1666666666666667,0.6666666666666666,0.0,0.0,0.0,2.3333333333333335,33.0,4.5,0.0,0.16666666666666666,0.6666666666666666,2.8333333333333335,0.0,0.0,0.16666666666666666,3.8333333333333335,71.0,27.0,5.0
1232,THE OPPORTUNITY CHARTER SCHOOL,310300860871,84M279,No,0.758,,9%,1%,56%,42%,98%,0%,93%,22%,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,2.13,2.01,,,37.166666666666664,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,36.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,12.0,5.0
1233,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,310500860864,84M284,No,0.768,"$33,937.49 ",2%,0%,85%,12%,97%,0%,95%,13%,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.91,14.0,6.0,91.33333333333333,6.166666666666667,0.0,5.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,90.66666666666667,22.666666666666668,0.0,18.166666666666668,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,18.166666666666668,87.0,23.0,5.0
1234,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,310500860864,84M284,No,0.768,"$33,937.49 ",2%,0%,85%,12%,97%,0%,95%,13%,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.91,8.0,5.0,91.33333333333333,6.166666666666667,0.0,5.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,90.66666666666667,22.666666666666668,0.0,18.166666666666668,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,18.166666666666668,87.0,23.0,5.0
1235,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,310500860864,84M284,No,0.768,"$33,937.49 ",2%,0%,85%,12%,97%,0%,95%,13%,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.91,5.0,5.0,91.33333333333333,6.166666666666667,0.0,5.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,90.66666666666667,22.666666666666668,0.0,18.166666666666668,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,18.166666666666668,87.0,23.0,5.0
1236,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,310500860864,84M284,No,0.768,"$33,937.49 ",2%,0%,85%,12%,97%,0%,95%,13%,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.91,7.0,6.0,91.33333333333333,6.166666666666667,0.0,5.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,90.66666666666667,22.666666666666668,0.0,18.166666666666668,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,18.166666666666668,87.0,23.0,5.0
1237,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,310500860864,84M284,No,0.768,"$33,937.49 ",2%,0%,85%,12%,97%,0%,95%,13%,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.91,1.0,0.0,91.33333333333333,6.166666666666667,0.0,5.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,90.66666666666667,22.666666666666668,0.0,18.166666666666668,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,18.166666666666668,87.0,23.0,5.0
1238,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,310500860864,84M284,No,0.768,"$33,937.49 ",2%,0%,85%,12%,97%,0%,95%,13%,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.91,1.0,1.0,91.33333333333333,6.166666666666667,0.0,5.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,90.66666666666667,22.666666666666668,0.0,18.166666666666668,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,18.166666666666668,87.0,23.0,5.0
1239,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,310500860864,84M284,No,0.768,"$33,937.49 ",2%,0%,85%,12%,97%,0%,95%,13%,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.51,2.91,1.0,1.0,91.33333333333333,6.166666666666667,0.0,5.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,90.66666666666667,22.666666666666668,0.0,18.166666666666668,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,18.166666666666668,87.0,23.0,5.0
1240,MANHATTAN CHARTER SCHOOL,310100860873,84M320,No,0.733,"$34,629.03 ",6%,3%,20%,71%,90%,3%,94%,17%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.51,3.03,,,16.833333333333332,1.1666666666666667,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,19.166666666666668,3.8333333333333335,0.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,2.5,,,
1241,HARLEM LINK CHARTER SCHOOL,310300860875,84M329,No,0.7759999999999999,"$38,746.80 ",4%,0%,59%,36%,95%,4%,95%,15%,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,2.25,2.45,,,22.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.833333333333332,1.1666666666666667,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,,
1242,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,310100860866,84M330,No,0.733,"$35,223.30 ",2%,2%,45%,49%,94%,2%,94%,18%,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,2.72,2.83,,,62.0,6.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.0,0.0,4.833333333333333,62.0,7.833333333333333,0.0,2.8333333333333335,4.166666666666667,0.0,0.0,0.0,0.0,6.666666666666667,54.0,16.0,5.0
1243,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,310400860849,84M335,No,0.722,"$30,184.66 ",5%,0%,65%,33%,98%,1%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.36,2.72,,,52.0,1.1666666666666667,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,52.0,5.833333333333333,0.0,2.6666666666666665,1.1666666666666667,0.0,0.0,0.0,0.0,4.833333333333333,56.0,10.0,5.0
1244,KIPP INFINITY CHARTER SCHOOL,310500860883,84M336,No,0.7979999999999999,"$33,303.04 ",12%,0%,30%,68%,98%,1%,96%,12%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,2.6,3.13,97.0,11.0,90.66666666666667,10.833333333333334,0.0,0.3333333333333333,7.5,0.0,0.0,0.0,0.16666666666666666,5.5,90.66666666666667,36.5,0.0,2.8333333333333335,28.166666666666668,0.0,0.0,0.0,0.8333333333333334,19.166666666666668,94.0,15.0,5.0
1245,KIPP INFINITY CHARTER SCHOOL,310500860883,84M336,No,0.7979999999999999,"$33,303.04 ",12%,0%,30%,68%,98%,1%,96%,12%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,2.6,3.13,90.0,18.0,90.66666666666667,10.833333333333334,0.0,0.3333333333333333,7.5,0.0,0.0,0.0,0.16666666666666666,5.5,90.66666666666667,36.5,0.0,2.8333333333333335,28.166666666666668,0.0,0.0,0.0,0.8333333333333334,19.166666666666668,94.0,15.0,5.0
1246,KIPP INFINITY CHARTER SCHOOL,310500860883,84M336,No,0.7979999999999999,"$33,303.04 ",12%,0%,30%,68%,98%,1%,96%,12%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,2.6,3.13,78.0,12.0,90.66666666666667,10.833333333333334,0.0,0.3333333333333333,7.5,0.0,0.0,0.0,0.16666666666666666,5.5,90.66666666666667,36.5,0.0,2.8333333333333335,28.166666666666668,0.0,0.0,0.0,0.8333333333333334,19.166666666666668,94.0,15.0,5.0
1247,KIPP INFINITY CHARTER SCHOOL,310500860883,84M336,No,0.7979999999999999,"$33,303.04 ",12%,0%,30%,68%,98%,1%,96%,12%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,2.6,3.13,30.0,24.0,90.66666666666667,10.833333333333334,0.0,0.3333333333333333,7.5,0.0,0.0,0.0,0.16666666666666666,5.5,90.66666666666667,36.5,0.0,2.8333333333333335,28.166666666666668,0.0,0.0,0.0,0.8333333333333334,19.166666666666668,94.0,15.0,5.0
1248,KIPP INFINITY CHARTER SCHOOL,310500860883,84M336,No,0.7979999999999999,"$33,303.04 ",12%,0%,30%,68%,98%,1%,96%,12%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,2.6,3.13,1.0,0.0,90.66666666666667,10.833333333333334,0.0,0.3333333333333333,7.5,0.0,0.0,0.0,0.16666666666666666,5.5,90.66666666666667,36.5,0.0,2.8333333333333335,28.166666666666668,0.0,0.0,0.0,0.8333333333333334,19.166666666666668,94.0,15.0,5.0
1249,KIPP INFINITY CHARTER SCHOOL,310500860883,84M336,No,0.7979999999999999,"$33,303.04 ",12%,0%,30%,68%,98%,1%,96%,12%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,2.6,3.13,0.0,0.0,90.66666666666667,10.833333333333334,0.0,0.3333333333333333,7.5,0.0,0.0,0.0,0.16666666666666666,5.5,90.66666666666667,36.5,0.0,2.8333333333333335,28.166666666666668,0.0,0.0,0.0,0.8333333333333334,19.166666666666668,94.0,15.0,5.0
1250,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,9.0,9.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1251,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,27.0,20.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1252,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,23.0,21.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1253,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,10.0,5.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1254,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,0.0,0.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1255,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,5.0,5.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1256,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,1.0,1.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1257,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886,84M341,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.57,3.13,7.0,4.0,77.16666666666667,7.0,0.0,6.166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,5.333333333333333,76.83333333333333,22.666666666666668,0.0,18.833333333333332,2.0,0.0,0.0,0.0,0.16666666666666666,17.5,76.0,18.0,5.0
1258,DEMOCRACY PREP CHARTER SCHOOL,310500860894,84M350,No,0.7140000000000001,,3%,1%,67%,29%,97%,1%,95%,15%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,2.64,3.07,34.0,26.0,53.0,3.3333333333333335,0.0,2.0,0.5,0.0,0.0,0.0,0.0,2.5,48.5,9.5,0.0,6.0,1.5,0.0,0.0,0.0,0.0,7.0,104.0,27.0,5.0
1259,DEMOCRACY PREP CHARTER SCHOOL,310500860894,84M350,No,0.7140000000000001,,3%,1%,67%,29%,97%,1%,95%,15%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,2.64,3.07,42.0,24.0,53.0,3.3333333333333335,0.0,2.0,0.5,0.0,0.0,0.0,0.0,2.5,48.5,9.5,0.0,6.0,1.5,0.0,0.0,0.0,0.0,7.0,104.0,27.0,5.0
